city,date,actual_mean_temp,record_min_temp,record_max_temp
"Jacksonville, Florida",8/21/2014,85,66,101
"Jacksonville, Florida",8/22/2014,86,64,100
"Jacksonville, Florida",8/23/2014,87,65,98
"Jacksonville, Florida",8/24/2014,82,66,99
"Jacksonville, Florida",8/25/2014,80,65,98
"Jacksonville, Florida",8/26/2014,78,64,98
"Jacksonville, Florida",8/27/2014,77,64,99
"Jacksonville, Florida",8/28/2014,77,64,97
"Jacksonville, Florida",8/29/2014,80,63,99
"Jacksonville, Florida",8/30/2014,82,64,98
"Jacksonville, Florida",8/31/2014,82,64,98
"Jacksonville, Florida",9/1/2014,84,62,98
"Jacksonville, Florida",9/2/2014,83,57,98
"Jacksonville, Florida",9/3/2014,81,64,99
"Jacksonville, Florida",9/4/2014,79,66,97
"Jacksonville, Florida",9/5/2014,79,63,98
"Jacksonville, Florida",9/6/2014,80,61,98
"Jacksonville, Florida",9/7/2014,76,63,96
"Jacksonville, Florida",9/8/2014,80,61,98
"Jacksonville, Florida",9/9/2014,79,62,97
"Jacksonville, Florida",9/10/2014,80,62,97
"Jacksonville, Florida",9/11/2014,80,62,96
"Jacksonville, Florida",9/12/2014,81,61,96
"Jacksonville, Florida",9/13/2014,82,61,97
"Jacksonville, Florida",9/14/2014,82,62,96
"Jacksonville, Florida",9/15/2014,82,62,96
"Jacksonville, Florida",9/16/2014,77,57,97
"Jacksonville, Florida",9/17/2014,80,60,96
"Jacksonville, Florida",9/18/2014,81,58,95
"Jacksonville, Florida",9/19/2014,77,48,96
"Jacksonville, Florida",9/20/2014,73,48,95
"Jacksonville, Florida",9/21/2014,76,49,97
"Jacksonville, Florida",9/22/2014,76,49,96
"Jacksonville, Florida",9/23/2014,75,53,95
"Jacksonville, Florida",9/24/2014,68,53,94
"Jacksonville, Florida",9/25/2014,71,51,94
"Jacksonville, Florida",9/26/2014,74,55,96
"Jacksonville, Florida",9/27/2014,75,54,94
"Jacksonville, Florida",9/28/2014,80,56,96
"Jacksonville, Florida",9/29/2014,76,53,92
"Jacksonville, Florida",9/30/2014,74,50,94
"Jacksonville, Florida",10/1/2014,76,48,94
"Jacksonville, Florida",10/2/2014,78,43,93
"Jacksonville, Florida",10/3/2014,78,45,94
"Jacksonville, Florida",10/4/2014,68,47,94
"Jacksonville, Florida",10/5/2014,60,46,94
"Jacksonville, Florida",10/6/2014,64,49,95
"Jacksonville, Florida",10/7/2014,72,47,95
"Jacksonville, Florida",10/8/2014,76,44,95
"Jacksonville, Florida",10/9/2014,76,46,94
"Jacksonville, Florida",10/10/2014,76,46,93
"Jacksonville, Florida",10/11/2014,75,45,91
"Jacksonville, Florida",10/12/2014,74,46,92
"Jacksonville, Florida",10/13/2014,76,43,89
"Jacksonville, Florida",10/14/2014,79,40,91
"Jacksonville, Florida",10/15/2014,69,40,90
"Jacksonville, Florida",10/16/2014,66,39,90
"Jacksonville, Florida",10/17/2014,66,37,91
"Jacksonville, Florida",10/18/2014,69,36,91
"Jacksonville, Florida",10/19/2014,67,43,91
"Jacksonville, Florida",10/20/2014,69,40,89
"Jacksonville, Florida",10/21/2014,71,36,89
"Jacksonville, Florida",10/22/2014,63,39,92
"Jacksonville, Florida",10/23/2014,61,40,88
"Jacksonville, Florida",10/24/2014,61,37,87
"Jacksonville, Florida",10/25/2014,62,38,89
"Jacksonville, Florida",10/26/2014,65,38,89
"Jacksonville, Florida",10/27/2014,71,40,90
"Jacksonville, Florida",10/28/2014,70,37,89
"Jacksonville, Florida",10/29/2014,72,33,87
"Jacksonville, Florida",10/30/2014,70,37,86
"Jacksonville, Florida",10/31/2014,63,38,86
"Jacksonville, Florida",11/1/2014,50,33,88
"Jacksonville, Florida",11/2/2014,50,35,87
"Jacksonville, Florida",11/3/2014,52,30,86
"Jacksonville, Florida",11/4/2014,61,31,87
"Jacksonville, Florida",11/5/2014,67,35,87
"Jacksonville, Florida",11/6/2014,69,32,86
"Jacksonville, Florida",11/7/2014,55,36,87
"Jacksonville, Florida",11/8/2014,56,30,85
"Jacksonville, Florida",11/9/2014,62,25,88
"Jacksonville, Florida",11/10/2014,59,33,84
"Jacksonville, Florida",11/11/2014,66,35,87
"Jacksonville, Florida",11/12/2014,61,31,87
"Jacksonville, Florida",11/13/2014,64,31,86
"Jacksonville, Florida",11/14/2014,53,31,84
"Jacksonville, Florida",11/15/2014,50,29,85
"Jacksonville, Florida",11/16/2014,62,25,85
"Jacksonville, Florida",11/17/2014,67,29,85
"Jacksonville, Florida",11/18/2014,43,32,85
"Jacksonville, Florida",11/19/2014,40,27,84
"Jacksonville, Florida",11/20/2014,45,24,86
"Jacksonville, Florida",11/21/2014,51,26,84
"Jacksonville, Florida",11/22/2014,62,25,84
"Jacksonville, Florida",11/23/2014,73,28,84
"Jacksonville, Florida",11/24/2014,78,25,86
"Jacksonville, Florida",11/25/2014,66,21,85
"Jacksonville, Florida",11/26/2014,52,27,84
"Jacksonville, Florida",11/27/2014,51,30,83
"Jacksonville, Florida",11/28/2014,44,26,85
"Jacksonville, Florida",11/29/2014,51,30,85
"Jacksonville, Florida",11/30/2014,58,26,84
"Jacksonville, Florida",12/1/2014,63,28,84
"Jacksonville, Florida",12/2/2014,66,25,84
"Jacksonville, Florida",12/3/2014,66,24,83
"Jacksonville, Florida",12/4/2014,65,25,84
"Jacksonville, Florida",12/5/2014,63,25,83
"Jacksonville, Florida",12/6/2014,70,26,83
"Jacksonville, Florida",12/7/2014,59,21,83
"Jacksonville, Florida",12/8/2014,53,24,83
"Jacksonville, Florida",12/9/2014,50,28,84
"Jacksonville, Florida",12/10/2014,48,25,82
"Jacksonville, Florida",12/11/2014,47,23,83
"Jacksonville, Florida",12/12/2014,50,22,83
"Jacksonville, Florida",12/13/2014,50,12,83
"Jacksonville, Florida",12/14/2014,51,20,82
"Jacksonville, Florida",12/15/2014,52,21,84
"Jacksonville, Florida",12/16/2014,55,26,83
"Jacksonville, Florida",12/17/2014,53,26,81
"Jacksonville, Florida",12/18/2014,52,25,81
"Jacksonville, Florida",12/19/2014,56,23,83
"Jacksonville, Florida",12/20/2014,60,19,82
"Jacksonville, Florida",12/21/2014,57,20,83
"Jacksonville, Florida",12/22/2014,63,25,84
"Jacksonville, Florida",12/23/2014,68,24,84
"Jacksonville, Florida",12/24/2014,72,18,81
"Jacksonville, Florida",12/25/2014,53,11,81
"Jacksonville, Florida",12/26/2014,53,13,83
"Jacksonville, Florida",12/27/2014,62,23,81
"Jacksonville, Florida",12/28/2014,68,20,83
"Jacksonville, Florida",12/29/2014,69,14,82
"Jacksonville, Florida",12/30/2014,64,19,83
"Jacksonville, Florida",12/31/2014,53,19,82
"Jacksonville, Florida",1/1/2015,55,21,81
"Jacksonville, Florida",1/2/2015,53,21,82
"Jacksonville, Florida",1/3/2015,71,19,81
"Jacksonville, Florida",1/4/2015,72,22,82
"Jacksonville, Florida",1/5/2015,56,23,81
"Jacksonville, Florida",1/6/2015,56,21,83
"Jacksonville, Florida",1/7/2015,52,21,82
"Jacksonville, Florida",1/8/2015,34,21,82
"Jacksonville, Florida",1/9/2015,45,19,83
"Jacksonville, Florida",1/10/2015,47,21,82
"Jacksonville, Florida",1/11/2015,56,17,83
"Jacksonville, Florida",1/12/2015,62,15,82
"Jacksonville, Florida",1/13/2015,58,13,82
"Jacksonville, Florida",1/14/2015,50,23,81
"Jacksonville, Florida",1/15/2015,45,22,83
"Jacksonville, Florida",1/16/2015,49,22,84
"Jacksonville, Florida",1/17/2015,51,21,84
"Jacksonville, Florida",1/18/2015,56,21,83
"Jacksonville, Florida",1/19/2015,51,19,83
"Jacksonville, Florida",1/20/2015,54,19,83
"Jacksonville, Florida",1/21/2015,62,7,83
"Jacksonville, Florida",1/22/2015,59,16,82
"Jacksonville, Florida",1/23/2015,60,25,82
"Jacksonville, Florida",1/24/2015,55,19,83
"Jacksonville, Florida",1/25/2015,49,20,83
"Jacksonville, Florida",1/26/2015,52,17,82
"Jacksonville, Florida",1/27/2015,50,17,84
"Jacksonville, Florida",1/28/2015,45,16,83
"Jacksonville, Florida",1/29/2015,49,22,84
"Jacksonville, Florida",1/30/2015,55,20,85
"Jacksonville, Florida",1/31/2015,48,20,84
"Jacksonville, Florida",2/1/2015,56,24,83
"Jacksonville, Florida",2/2/2015,55,23,84
"Jacksonville, Florida",2/3/2015,44,16,86
"Jacksonville, Florida",2/4/2015,51,23,84
"Jacksonville, Florida",2/5/2015,53,19,87
"Jacksonville, Florida",2/6/2015,47,23,85
"Jacksonville, Florida",2/7/2015,50,25,80
"Jacksonville, Florida",2/8/2015,57,14,84
"Jacksonville, Florida",2/9/2015,55,19,88
"Jacksonville, Florida",2/10/2015,53,26,84
"Jacksonville, Florida",2/11/2015,52,24,84
"Jacksonville, Florida",2/12/2015,56,24,83
"Jacksonville, Florida",2/13/2015,42,10,85
"Jacksonville, Florida",2/14/2015,46,16,86
"Jacksonville, Florida",2/15/2015,53,23,83
"Jacksonville, Florida",2/16/2015,59,25,86
"Jacksonville, Florida",2/17/2015,56,23,83
"Jacksonville, Florida",2/18/2015,46,18,85
"Jacksonville, Florida",2/19/2015,35,24,86
"Jacksonville, Florida",2/20/2015,36,24,86
"Jacksonville, Florida",2/21/2015,50,25,85
"Jacksonville, Florida",2/22/2015,65,29,85
"Jacksonville, Florida",2/23/2015,65,25,85
"Jacksonville, Florida",2/24/2015,51,27,88
"Jacksonville, Florida",2/25/2015,56,24,85
"Jacksonville, Florida",2/26/2015,57,22,88
"Jacksonville, Florida",2/27/2015,49,25,86
"Jacksonville, Florida",2/28/2015,51,25,87
"Jacksonville, Florida",3/1/2015,56,28,87
"Jacksonville, Florida",3/2/2015,67,27,86
"Jacksonville, Florida",3/3/2015,69,23,88
"Jacksonville, Florida",3/4/2015,74,24,86
"Jacksonville, Florida",3/5/2015,72,28,87
"Jacksonville, Florida",3/6/2015,55,28,88
"Jacksonville, Florida",3/7/2015,50,29,87
"Jacksonville, Florida",3/8/2015,54,26,88
"Jacksonville, Florida",3/9/2015,61,27,88
"Jacksonville, Florida",3/10/2015,69,26,91
"Jacksonville, Florida",3/11/2015,75,31,89
"Jacksonville, Florida",3/12/2015,65,32,91
"Jacksonville, Florida",3/13/2015,72,32,88
"Jacksonville, Florida",3/14/2015,77,28,89
"Jacksonville, Florida",3/15/2015,72,27,90
"Jacksonville, Florida",3/16/2015,68,30,89
"Jacksonville, Florida",3/17/2015,71,30,88
"Jacksonville, Florida",3/18/2015,67,32,89
"Jacksonville, Florida",3/19/2015,69,29,89
"Jacksonville, Florida",3/20/2015,70,34,89
"Jacksonville, Florida",3/21/2015,73,30,90
"Jacksonville, Florida",3/22/2015,70,31,90
"Jacksonville, Florida",3/23/2015,63,33,91
"Jacksonville, Florida",3/24/2015,62,35,91
"Jacksonville, Florida",3/25/2015,67,34,90
"Jacksonville, Florida",3/26/2015,68,32,88
"Jacksonville, Florida",3/27/2015,64,32,89
"Jacksonville, Florida",3/28/2015,53,35,89
"Jacksonville, Florida",3/29/2015,51,34,89
"Jacksonville, Florida",3/30/2015,59,36,89
"Jacksonville, Florida",3/31/2015,68,32,88
"Jacksonville, Florida",4/1/2015,71,34,89
"Jacksonville, Florida",4/2/2015,68,36,90
"Jacksonville, Florida",4/3/2015,73,39,89
"Jacksonville, Florida",4/4/2015,71,38,90
"Jacksonville, Florida",4/5/2015,68,35,89
"Jacksonville, Florida",4/6/2015,70,34,90
"Jacksonville, Florida",4/7/2015,73,38,92
"Jacksonville, Florida",4/8/2015,75,31,91
"Jacksonville, Florida",4/9/2015,74,37,92
"Jacksonville, Florida",4/10/2015,77,37,92
"Jacksonville, Florida",4/11/2015,74,37,91
"Jacksonville, Florida",4/12/2015,75,41,92
"Jacksonville, Florida",4/13/2015,76,35,92
"Jacksonville, Florida",4/14/2015,78,40,90
"Jacksonville, Florida",4/15/2015,76,39,90
"Jacksonville, Florida",4/16/2015,67,40,90
"Jacksonville, Florida",4/17/2015,70,38,93
"Jacksonville, Florida",4/18/2015,75,37,94
"Jacksonville, Florida",4/19/2015,77,36,92
"Jacksonville, Florida",4/20/2015,70,40,92
"Jacksonville, Florida",4/21/2015,72,38,95
"Jacksonville, Florida",4/22/2015,70,42,93
"Jacksonville, Florida",4/23/2015,74,37,92
"Jacksonville, Florida",4/24/2015,68,39,93
"Jacksonville, Florida",4/25/2015,70,40,92
"Jacksonville, Florida",4/26/2015,80,40,92
"Jacksonville, Florida",4/27/2015,71,42,94
"Jacksonville, Florida",4/28/2015,68,43,94
"Jacksonville, Florida",4/29/2015,71,43,93
"Jacksonville, Florida",4/30/2015,68,42,93
"Jacksonville, Florida",5/1/2015,66,47,96
"Jacksonville, Florida",5/2/2015,63,47,95
"Jacksonville, Florida",5/3/2015,66,47,94
"Jacksonville, Florida",5/4/2015,67,45,93
"Jacksonville, Florida",5/5/2015,70,46,94
"Jacksonville, Florida",5/6/2015,71,45,96
"Jacksonville, Florida",5/7/2015,73,49,94
"Jacksonville, Florida",5/8/2015,76,45,96
"Jacksonville, Florida",5/9/2015,76,48,96
"Jacksonville, Florida",5/10/2015,78,49,93
"Jacksonville, Florida",5/11/2015,80,47,95
"Jacksonville, Florida",5/12/2015,80,47,97
"Jacksonville, Florida",5/13/2015,80,47,100
"Jacksonville, Florida",5/14/2015,76,47,99
"Jacksonville, Florida",5/15/2015,76,52,97
"Jacksonville, Florida",5/16/2015,71,52,96
"Jacksonville, Florida",5/17/2015,75,46,96
"Jacksonville, Florida",5/18/2015,76,46,96
"Jacksonville, Florida",5/19/2015,81,51,97
"Jacksonville, Florida",5/20/2015,80,46,99
"Jacksonville, Florida",5/21/2015,82,50,99
"Jacksonville, Florida",5/22/2015,75,47,99
"Jacksonville, Florida",5/23/2015,73,48,97
"Jacksonville, Florida",5/24/2015,77,52,98
"Jacksonville, Florida",5/25/2015,79,55,99
"Jacksonville, Florida",5/26/2015,80,47,99
"Jacksonville, Florida",5/27/2015,78,49,98
"Jacksonville, Florida",5/28/2015,73,52,99
"Jacksonville, Florida",5/29/2015,74,53,97
"Jacksonville, Florida",5/30/2015,73,51,97
"Jacksonville, Florida",5/31/2015,77,50,98
"Jacksonville, Florida",6/1/2015,78,47,99
"Jacksonville, Florida",6/2/2015,75,53,100
"Jacksonville, Florida",6/3/2015,78,57,100
"Jacksonville, Florida",6/4/2015,77,61,100
"Jacksonville, Florida",6/5/2015,77,59,100
"Jacksonville, Florida",6/6/2015,78,60,99
"Jacksonville, Florida",6/7/2015,77,59,100
"Jacksonville, Florida",6/8/2015,79,58,99
"Jacksonville, Florida",6/9/2015,82,58,101
"Jacksonville, Florida",6/10/2015,78,58,100
"Jacksonville, Florida",6/11/2015,78,57,99
"Jacksonville, Florida",6/12/2015,80,54,99
"Jacksonville, Florida",6/13/2015,82,57,100
"Jacksonville, Florida",6/14/2015,81,57,101
"Jacksonville, Florida",6/15/2015,81,57,102
"Jacksonville, Florida",6/16/2015,83,62,102
"Jacksonville, Florida",6/17/2015,85,61,100
"Jacksonville, Florida",6/18/2015,85,59,100
"Jacksonville, Florida",6/19/2015,86,60,103
"Jacksonville, Florida",6/20/2015,86,60,100
"Jacksonville, Florida",6/21/2015,86,60,99
"Jacksonville, Florida",6/22/2015,84,62,99
"Jacksonville, Florida",6/23/2015,81,63,99
"Jacksonville, Florida",6/24/2015,85,63,101
"Jacksonville, Florida",6/25/2015,81,64,99
"Jacksonville, Florida",6/26/2015,82,63,101
"Jacksonville, Florida",6/27/2015,84,65,102
"Jacksonville, Florida",6/28/2015,82,63,101
"Jacksonville, Florida",6/29/2015,79,63,100
"Jacksonville, Florida",6/30/2015,79,66,100
"Chicago, Illinois",7/1/2014,76,49,103
"Chicago, Illinois",7/2/2014,66,48,99
"Chicago, Illinois",7/3/2014,66,50,102
"Chicago, Illinois",7/4/2014,70,49,101
"Chicago, Illinois",7/5/2014,71,46,103
"Chicago, Illinois",7/6/2014,78,49,105
"Chicago, Illinois",7/7/2014,81,48,102
"Chicago, Illinois",7/8/2014,77,49,106
"Chicago, Illinois",7/9/2014,73,51,100
"Chicago, Illinois",7/10/2014,71,51,106
"Chicago, Illinois",7/11/2014,73,51,107
"Chicago, Illinois",7/12/2014,76,55,100
"Chicago, Illinois",7/13/2014,79,50,106
"Chicago, Illinois",7/14/2014,73,52,104
"Chicago, Illinois",7/15/2014,64,49,103
"Chicago, Illinois",7/16/2014,65,49,100
"Chicago, Illinois",7/17/2014,68,51,100
"Chicago, Illinois",7/18/2014,73,53,101
"Chicago, Illinois",7/19/2014,71,55,104
"Chicago, Illinois",7/20/2014,75,50,103
"Chicago, Illinois",7/21/2014,78,51,108
"Chicago, Illinois",7/22/2014,82,49,104
"Chicago, Illinois",7/23/2014,70,51,109
"Chicago, Illinois",7/24/2014,68,55,107
"Chicago, Illinois",7/25/2014,69,58,105
"Chicago, Illinois",7/26/2014,78,53,102
"Chicago, Illinois",7/27/2014,78,51,100
"Chicago, Illinois",7/28/2014,68,53,100
"Chicago, Illinois",7/29/2014,71,50,101
"Chicago, Illinois",7/30/2014,71,51,104
"Chicago, Illinois",7/31/2014,74,50,99
"Chicago, Illinois",8/1/2014,75,52,100
"Chicago, Illinois",8/2/2014,74,56,102
"Chicago, Illinois",8/3/2014,77,52,101
"Chicago, Illinois",8/4/2014,78,52,100
"Chicago, Illinois",8/5/2014,74,52,100
"Chicago, Illinois",8/6/2014,73,50,101
"Chicago, Illinois",8/7/2014,75,53,96
"Chicago, Illinois",8/8/2014,76,52,103
"Chicago, Illinois",8/9/2014,74,51,104
"Chicago, Illinois",8/10/2014,77,49,99
"Chicago, Illinois",8/11/2014,76,50,100
"Chicago, Illinois",8/12/2014,67,50,100
"Chicago, Illinois",8/13/2014,71,52,101
"Chicago, Illinois",8/14/2014,67,48,99
"Chicago, Illinois",8/15/2014,67,48,98
"Chicago, Illinois",8/16/2014,73,49,101
"Chicago, Illinois",8/17/2014,69,48,99
"Chicago, Illinois",8/18/2014,76,49,99
"Chicago, Illinois",8/19/2014,80,49,99
"Chicago, Illinois",8/20/2014,78,47,98
"Chicago, Illinois",8/21/2014,77,46,99
"Chicago, Illinois",8/22/2014,81,51,103
"Chicago, Illinois",8/23/2014,79,52,97
"Chicago, Illinois",8/24/2014,81,48,100
"Chicago, Illinois",8/25/2014,83,47,95
"Chicago, Illinois",8/26/2014,79,48,97
"Chicago, Illinois",8/27/2014,76,46,97
"Chicago, Illinois",8/28/2014,73,46,97
"Chicago, Illinois",8/29/2014,81,43,98
"Chicago, Illinois",8/30/2014,80,47,96
"Chicago, Illinois",8/31/2014,79,46,99
"Chicago, Illinois",9/1/2014,80,45,101
"Chicago, Illinois",9/2/2014,77,44,101
"Chicago, Illinois",9/3/2014,76,47,97
"Chicago, Illinois",9/4/2014,80,43,95
"Chicago, Illinois",9/5/2014,78,48,97
"Chicago, Illinois",9/6/2014,69,46,98
"Chicago, Illinois",9/7/2014,69,46,101
"Chicago, Illinois",9/8/2014,70,45,98
"Chicago, Illinois",9/9/2014,74,47,95
"Chicago, Illinois",9/10/2014,70,44,96
"Chicago, Illinois",9/11/2014,55,44,95
"Chicago, Illinois",9/12/2014,52,44,96
"Chicago, Illinois",9/13/2014,51,40,99
"Chicago, Illinois",9/14/2014,57,42,101
"Chicago, Illinois",9/15/2014,58,41,102
"Chicago, Illinois",9/16/2014,58,39,93
"Chicago, Illinois",9/17/2014,61,39,93
"Chicago, Illinois",9/18/2014,63,39,94
"Chicago, Illinois",9/19/2014,67,37,93
"Chicago, Illinois",9/20/2014,72,38,92
"Chicago, Illinois",9/21/2014,61,40,92
"Chicago, Illinois",9/22/2014,59,34,93
"Chicago, Illinois",9/23/2014,63,35,93
"Chicago, Illinois",9/24/2014,66,30,91
"Chicago, Illinois",9/25/2014,68,30,91
"Chicago, Illinois",9/26/2014,70,30,93
"Chicago, Illinois",9/27/2014,70,31,91
"Chicago, Illinois",9/28/2014,69,29,92
"Chicago, Illinois",9/29/2014,71,33,99
"Chicago, Illinois",9/30/2014,56,34,92
"Chicago, Illinois",10/1/2014,63,32,92
"Chicago, Illinois",10/2/2014,71,28,91
"Chicago, Illinois",10/3/2014,57,29,91
"Chicago, Illinois",10/4/2014,43,34,90
"Chicago, Illinois",10/5/2014,49,31,89
"Chicago, Illinois",10/6/2014,56,28,94
"Chicago, Illinois",10/7/2014,59,31,88
"Chicago, Illinois",10/8/2014,58,30,88
"Chicago, Illinois",10/9/2014,57,32,87
"Chicago, Illinois",10/10/2014,52,27,87
"Chicago, Illinois",10/11/2014,50,29,88
"Chicago, Illinois",10/12/2014,55,30,86
"Chicago, Illinois",10/13/2014,65,30,88
"Chicago, Illinois",10/14/2014,61,28,89
"Chicago, Illinois",10/15/2014,56,29,88
"Chicago, Illinois",10/16/2014,56,30,87
"Chicago, Illinois",10/17/2014,56,26,86
"Chicago, Illinois",10/18/2014,46,20,87
"Chicago, Illinois",10/19/2014,47,24,84
"Chicago, Illinois",10/20/2014,58,20,86
"Chicago, Illinois",10/21/2014,52,26,87
"Chicago, Illinois",10/22/2014,50,24,87
"Chicago, Illinois",10/23/2014,52,25,85
"Chicago, Illinois",10/24/2014,61,20,83
"Chicago, Illinois",10/25/2014,64,25,79
"Chicago, Illinois",10/26/2014,55,22,84
"Chicago, Illinois",10/27/2014,67,24,82
"Chicago, Illinois",10/28/2014,57,25,81
"Chicago, Illinois",10/29/2014,45,22,79
"Chicago, Illinois",10/30/2014,45,25,85
"Chicago, Illinois",10/31/2014,42,27,84
"Chicago, Illinois",11/1/2014,39,22,81
"Chicago, Illinois",11/2/2014,41,14,78
"Chicago, Illinois",11/3/2014,55,11,76
"Chicago, Illinois",11/4/2014,53,15,74
"Chicago, Illinois",11/5/2014,51,11,79
"Chicago, Illinois",11/6/2014,46,19,75
"Chicago, Illinois",11/7/2014,41,16,74
"Chicago, Illinois",11/8/2014,44,14,74
"Chicago, Illinois",11/9/2014,45,16,75
"Chicago, Illinois",11/10/2014,55,17,71
"Chicago, Illinois",11/11/2014,47,15,74
"Chicago, Illinois",11/12/2014,30,10,70
"Chicago, Illinois",11/13/2014,29,7,74
"Chicago, Illinois",11/14/2014,27,12,78
"Chicago, Illinois",11/15/2014,27,8,72
"Chicago, Illinois",11/16/2014,29,5,73
"Chicago, Illinois",11/17/2014,19,3,74
"Chicago, Illinois",11/18/2014,17,12,72
"Chicago, Illinois",11/19/2014,26,17,77
"Chicago, Illinois",11/20/2014,24,14,69
"Chicago, Illinois",11/21/2014,25,7,66
"Chicago, Illinois",11/22/2014,44,2,67
"Chicago, Illinois",11/23/2014,52,-1,70
"Chicago, Illinois",11/24/2014,39,-2,69
"Chicago, Illinois",11/25/2014,26,0,61
"Chicago, Illinois",11/26/2014,27,2,68
"Chicago, Illinois",11/27/2014,25,0,70
"Chicago, Illinois",11/28/2014,28,-3,69
"Chicago, Illinois",11/29/2014,44,-1,69
"Chicago, Illinois",11/30/2014,43,-1,66
"Chicago, Illinois",12/1/2014,25,5,68
"Chicago, Illinois",12/2/2014,28,-1,69
"Chicago, Illinois",12/3/2014,33,-8,72
"Chicago, Illinois",12/4/2014,31,3,68
"Chicago, Illinois",12/5/2014,38,7,68
"Chicago, Illinois",12/6/2014,39,0,65
"Chicago, Illinois",12/7/2014,35,-2,61
"Chicago, Illinois",12/8/2014,37,0,64
"Chicago, Illinois",12/9/2014,37,-8,61
"Chicago, Illinois",12/10/2014,34,-8,60
"Chicago, Illinois",12/11/2014,30,-5,61
"Chicago, Illinois",12/12/2014,32,-7,62
"Chicago, Illinois",12/13/2014,43,-3,67
"Chicago, Illinois",12/14/2014,50,-4,66
"Chicago, Illinois",12/15/2014,46,-8,64
"Chicago, Illinois",12/16/2014,40,-12,63
"Chicago, Illinois",12/17/2014,29,-7,60
"Chicago, Illinois",12/18/2014,28,-9,59
"Chicago, Illinois",12/19/2014,32,-12,56
"Chicago, Illinois",12/20/2014,34,-9,59
"Chicago, Illinois",12/21/2014,36,-13,62
"Chicago, Illinois",12/22/2014,38,-12,57
"Chicago, Illinois",12/23/2014,46,-17,60
"Chicago, Illinois",12/24/2014,41,-20,59
"Chicago, Illinois",12/25/2014,40,-13,64
"Chicago, Illinois",12/26/2014,45,-9,55
"Chicago, Illinois",12/27/2014,41,-12,61
"Chicago, Illinois",12/28/2014,31,-3,67
"Chicago, Illinois",12/29/2014,30,-8,64
"Chicago, Illinois",12/30/2014,19,-8,60
"Chicago, Illinois",12/31/2014,13,-10,60
"Chicago, Illinois",1/1/2015,25,-10,52
"Chicago, Illinois",1/2/2015,28,-13,61
"Chicago, Illinois",1/3/2015,34,-12,60
"Chicago, Illinois",1/4/2015,21,-8,64
"Chicago, Illinois",1/5/2015,5,-15,56
"Chicago, Illinois",1/6/2015,9,-15,60
"Chicago, Illinois",1/7/2015,2,-14,65
"Chicago, Illinois",1/8/2015,7,-12,63
"Chicago, Illinois",1/9/2015,10,-17,57
"Chicago, Illinois",1/10/2015,13,-22,60
"Chicago, Illinois",1/11/2015,30,-11,54
"Chicago, Illinois",1/12/2015,25,-9,62
"Chicago, Illinois",1/13/2015,18,-10,56
"Chicago, Illinois",1/14/2015,13,-14,56
"Chicago, Illinois",1/15/2015,27,-19,60
"Chicago, Illinois",1/16/2015,29,-19,56
"Chicago, Illinois",1/17/2015,37,-17,58
"Chicago, Illinois",1/18/2015,37,-20,61
"Chicago, Illinois",1/19/2015,35,-21,57
"Chicago, Illinois",1/20/2015,37,-25,53
"Chicago, Illinois",1/21/2015,34,-17,57
"Chicago, Illinois",1/22/2015,32,-17,58
"Chicago, Illinois",1/23/2015,32,-19,59
"Chicago, Illinois",1/24/2015,39,-16,65
"Chicago, Illinois",1/25/2015,32,-10,67
"Chicago, Illinois",1/26/2015,25,-10,62
"Chicago, Illinois",1/27/2015,29,-10,61
"Chicago, Illinois",1/28/2015,30,-13,55
"Chicago, Illinois",1/29/2015,35,-16,61
"Chicago, Illinois",1/30/2015,28,-15,55
"Chicago, Illinois",1/31/2015,31,-9,67
"Chicago, Illinois",2/1/2015,27,-9,56
"Chicago, Illinois",2/2/2015,16,-15,51
"Chicago, Illinois",2/3/2015,19,-17,60
"Chicago, Illinois",2/4/2015,21,-12,54
"Chicago, Illinois",2/5/2015,10,-17,56
"Chicago, Illinois",2/6/2015,24,-12,56
"Chicago, Illinois",2/7/2015,35,-5,59
"Chicago, Illinois",2/8/2015,37,-12,61
"Chicago, Illinois",2/9/2015,29,-20,57
"Chicago, Illinois",2/10/2015,29,-12,62
"Chicago, Illinois",2/11/2015,30,-8,71
"Chicago, Illinois",2/12/2015,16,-10,61
"Chicago, Illinois",2/13/2015,18,-5,63
"Chicago, Illinois",2/14/2015,17,-5,62
"Chicago, Illinois",2/15/2015,9,-6,69
"Chicago, Illinois",2/16/2015,14,-7,53
"Chicago, Illinois",2/17/2015,17,-10,58
"Chicago, Illinois",2/18/2015,6,-16,62
"Chicago, Illinois",2/19/2015,1,-8,65
"Chicago, Illinois",2/20/2015,10,-9,65
"Chicago, Illinois",2/21/2015,26,-6,66
"Chicago, Illinois",2/22/2015,19,-7,63
"Chicago, Illinois",2/23/2015,8,0,66
"Chicago, Illinois",2/24/2015,19,-5,64
"Chicago, Illinois",2/25/2015,22,-5,73
"Chicago, Illinois",2/26/2015,15,-1,64
"Chicago, Illinois",2/27/2015,9,-6,75
"Chicago, Illinois",2/28/2015,12,1,59
"Chicago, Illinois",3/1/2015,23,-5,71
"Chicago, Illinois",3/2/2015,25,-4,71
"Chicago, Illinois",3/3/2015,32,-6,80
"Chicago, Illinois",3/4/2015,24,-4,74
"Chicago, Illinois",3/5/2015,14,0,76
"Chicago, Illinois",3/6/2015,17,2,71
"Chicago, Illinois",3/7/2015,36,-2,79
"Chicago, Illinois",3/8/2015,37,-7,79
