city,date,actual_mean_temp,record_min_temp,record_max_temp
"Los Angeles, California",2/16/2015,63,35,88
"Los Angeles, California",2/17/2015,64,33,89
"Los Angeles, California",2/18/2015,65,32,89
"Los Angeles, California",2/19/2015,65,34,91
"Los Angeles, California",2/20/2015,63,34,95
"Los Angeles, California",2/21/2015,63,35,88
"Los Angeles, California",2/22/2015,59,35,90
"Los Angeles, California",2/23/2015,58,35,90
"Los Angeles, California",2/24/2015,60,35,94
"Los Angeles, California",2/25/2015,62,40,92
"Los Angeles, California",2/26/2015,61,37,87
"Los Angeles, California",2/27/2015,61,38,86
"Los Angeles, California",2/28/2015,59,39,88
"Los Angeles, California",3/1/2015,58,36,88
"Los Angeles, California",3/2/2015,56,35,87
"Los Angeles, California",3/3/2015,58,38,85
"Los Angeles, California",3/4/2015,60,35,94
"Los Angeles, California",3/5/2015,64,35,87
"Los Angeles, California",3/6/2015,66,39,90
"Los Angeles, California",3/7/2015,70,40,89
"Los Angeles, California",3/8/2015,66,35,93
"Los Angeles, California",3/9/2015,65,31,90
"Los Angeles, California",3/10/2015,68,38,96
"Los Angeles, California",3/11/2015,67,41,93
"Los Angeles, California",3/12/2015,71,36,93
"Los Angeles, California",3/13/2015,76,40,90
"Los Angeles, California",3/14/2015,78,39,93
"Los Angeles, California",3/15/2015,79,37,92
"Los Angeles, California",3/16/2015,78,36,91
"Los Angeles, California",3/17/2015,73,37,94
"Los Angeles, California",3/18/2015,69,38,87
"Los Angeles, California",3/19/2015,68,37,97
"Los Angeles, California",3/20/2015,69,39,93
"Los Angeles, California",3/21/2015,69,35,93
"Los Angeles, California",3/22/2015,66,37,88
"Los Angeles, California",3/23/2015,65,36,88
"Los Angeles, California",3/24/2015,67,37,94
"Los Angeles, California",3/25/2015,72,37,96
"Los Angeles, California",3/26/2015,77,39,98
"Los Angeles, California",3/27/2015,77,37,91
"Los Angeles, California",3/28/2015,71,37,90
"Los Angeles, California",3/29/2015,67,41,99
"Los Angeles, California",3/30/2015,68,36,89
"Los Angeles, California",3/31/2015,65,40,92
"Los Angeles, California",4/1/2015,66,40,93
"Los Angeles, California",4/2/2015,65,39,96
"Los Angeles, California",4/3/2015,72,40,94
"Los Angeles, California",4/4/2015,72,43,100
"Los Angeles, California",4/5/2015,64,42,105
"Los Angeles, California",4/6/2015,60,40,106
"Los Angeles, California",4/7/2015,59,39,100
"Los Angeles, California",4/8/2015,60,36,92
"Los Angeles, California",4/9/2015,65,40,94
"Los Angeles, California",4/10/2015,63,41,96
"Los Angeles, California",4/11/2015,63,40,90
"Los Angeles, California",4/12/2015,67,42,97
"Los Angeles, California",4/13/2015,67,41,99
"Los Angeles, California",4/14/2015,66,39,95
"Los Angeles, California",4/15/2015,69,43,99
"Los Angeles, California",4/16/2015,68,42,91
"Los Angeles, California",4/17/2015,69,40,90
"Los Angeles, California",4/18/2015,69,40,91
"Los Angeles, California",4/19/2015,65,40,94
"Los Angeles, California",4/20/2015,63,38,100
"Los Angeles, California",4/21/2015,63,38,95
"Los Angeles, California",4/22/2015,63,44,99
"Los Angeles, California",4/23/2015,62,42,100
"Los Angeles, California",4/24/2015,62,44,93
"Los Angeles, California",4/25/2015,61,42,94
"Los Angeles, California",4/26/2015,66,42,99
"Los Angeles, California",4/27/2015,70,41,102
"Los Angeles, California",4/28/2015,77,41,96
"Los Angeles, California",4/29/2015,75,44,98
"Los Angeles, California",4/30/2015,73,44,96
"Los Angeles, California",5/1/2015,71,41,92
"Los Angeles, California",5/2/2015,70,44,98
"Los Angeles, California",5/3/2015,66,42,101
"Los Angeles, California",5/4/2015,63,44,93
"Los Angeles, California",5/5/2015,63,46,101
"Los Angeles, California",5/6/2015,63,43,97
"Los Angeles, California",5/7/2015,60,42,97
"Los Angeles, California",5/8/2015,57,43,97
"Los Angeles, California",5/9/2015,62,44,99
"Los Angeles, California",5/10/2015,63,43,95
"Los Angeles, California",5/11/2015,67,43,93
"Los Angeles, California",5/12/2015,65,44,94
"Los Angeles, California",5/13/2015,64,43,98
"Los Angeles, California",5/14/2015,61,45,99
"Los Angeles, California",5/15/2015,61,42,102
"Los Angeles, California",5/16/2015,64,40,102
"Los Angeles, California",5/17/2015,65,42,96
"Los Angeles, California",5/18/2015,66,45,99
"Los Angeles, California",5/19/2015,65,45,95
"Los Angeles, California",5/20/2015,65,45,99
"Los Angeles, California",5/21/2015,64,43,100
"Los Angeles, California",5/22/2015,63,44,94
"Los Angeles, California",5/23/2015,64,41,92
"Los Angeles, California",5/24/2015,64,45,95
"Los Angeles, California",5/25/2015,64,47,103
"Los Angeles, California",5/26/2015,64,46,96
"Los Angeles, California",5/27/2015,65,47,97
"Los Angeles, California",5/28/2015,66,48,101
"Los Angeles, California",5/29/2015,68,46,99
"Los Angeles, California",5/30/2015,68,48,95
"Los Angeles, California",5/31/2015,66,47,98
"Los Angeles, California",6/1/2015,67,47,100
"Los Angeles, California",6/2/2015,68,47,104
"Los Angeles, California",6/3/2015,68,49,99
"Los Angeles, California",6/4/2015,66,47,100
"Los Angeles, California",6/5/2015,67,50,98
"Los Angeles, California",6/6/2015,65,47,102
"Los Angeles, California",6/7/2015,69,48,105
"Los Angeles, California",6/8/2015,73,49,99
"Los Angeles, California",6/9/2015,74,50,94
"Los Angeles, California",6/10/2015,68,46,102
"Los Angeles, California",6/11/2015,69,48,105
"Los Angeles, California",6/12/2015,68,47,100
"Los Angeles, California",6/13/2015,68,46,99
"Los Angeles, California",6/14/2015,70,49,100
"Los Angeles, California",6/15/2015,70,48,102
"Los Angeles, California",6/16/2015,70,49,105
"Los Angeles, California",6/17/2015,70,49,105
"Los Angeles, California",6/18/2015,72,47,104
"Los Angeles, California",6/19/2015,70,48,101
"Los Angeles, California",6/20/2015,74,48,106
"Los Angeles, California",6/21/2015,73,50,105
"Los Angeles, California",6/22/2015,73,51,97
"Los Angeles, California",6/23/2015,74,49,97
"Los Angeles, California",6/24/2015,73,50,102
"Los Angeles, California",6/25/2015,72,49,98
"Los Angeles, California",6/26/2015,69,48,112
"Los Angeles, California",6/27/2015,70,49,109
"Los Angeles, California",6/28/2015,77,52,98
"Los Angeles, California",6/29/2015,80,50,98
"Los Angeles, California",6/30/2015,78,49,100
"Indianapolis, Indiana",7/1/2014,76,48,97
"Indianapolis, Indiana",7/2/2014,71,50,99
"Indianapolis, Indiana",7/3/2014,67,49,100
"Indianapolis, Indiana",7/4/2014,67,48,103
"Indianapolis, Indiana",7/5/2014,69,49,103
"Indianapolis, Indiana",7/6/2014,74,48,105
"Indianapolis, Indiana",7/7/2014,74,54,105
"Indianapolis, Indiana",7/8/2014,74,51,104
"Indianapolis, Indiana",7/9/2014,72,52,103
"Indianapolis, Indiana",7/10/2014,71,50,105
"Indianapolis, Indiana",7/11/2014,71,52,104
"Indianapolis, Indiana",7/12/2014,74,53,103
"Indianapolis, Indiana",7/13/2014,78,49,103
"Indianapolis, Indiana",7/14/2014,75,48,106
"Indianapolis, Indiana",7/15/2014,64,51,103
"Indianapolis, Indiana",7/16/2014,63,49,98
"Indianapolis, Indiana",7/17/2014,65,51,101
"Indianapolis, Indiana",7/18/2014,68,51,100
"Indianapolis, Indiana",7/19/2014,68,50,98
"Indianapolis, Indiana",7/20/2014,71,49,103
"Indianapolis, Indiana",7/21/2014,74,46,106
"Indianapolis, Indiana",7/22/2014,78,49,106
"Indianapolis, Indiana",7/23/2014,69,46,102
"Indianapolis, Indiana",7/24/2014,67,52,105
"Indianapolis, Indiana",7/25/2014,65,51,105
"Indianapolis, Indiana",7/26/2014,75,51,98
"Indianapolis, Indiana",7/27/2014,76,51,100
"Indianapolis, Indiana",7/28/2014,65,51,101
"Indianapolis, Indiana",7/29/2014,64,51,100
"Indianapolis, Indiana",7/30/2014,68,51,103
"Indianapolis, Indiana",7/31/2014,70,49,98
"Indianapolis, Indiana",8/1/2014,72,53,97
"Indianapolis, Indiana",8/2/2014,73,52,98
"Indianapolis, Indiana",8/3/2014,73,50,98
"Indianapolis, Indiana",8/4/2014,74,49,99
"Indianapolis, Indiana",8/5/2014,73,51,103
"Indianapolis, Indiana",8/6/2014,71,50,99
"Indianapolis, Indiana",8/7/2014,71,49,98
"Indianapolis, Indiana",8/8/2014,70,48,98
"Indianapolis, Indiana",8/9/2014,76,50,99
"Indianapolis, Indiana",8/10/2014,77,50,99
"Indianapolis, Indiana",8/11/2014,75,52,99
"Indianapolis, Indiana",8/12/2014,65,47,101
"Indianapolis, Indiana",8/13/2014,67,48,98
"Indianapolis, Indiana",8/14/2014,70,48,95
"Indianapolis, Indiana",8/15/2014,63,45,96
"Indianapolis, Indiana",8/16/2014,67,50,102
"Indianapolis, Indiana",8/17/2014,73,52,99
"Indianapolis, Indiana",8/18/2014,76,48,98
"Indianapolis, Indiana",8/19/2014,76,50,100
"Indianapolis, Indiana",8/20/2014,74,50,99
"Indianapolis, Indiana",8/21/2014,78,47,100
"Indianapolis, Indiana",8/22/2014,80,46,101
"Indianapolis, Indiana",8/23/2014,79,46,96
"Indianapolis, Indiana",8/24/2014,78,49,98
"Indianapolis, Indiana",8/25/2014,81,49,96
"Indianapolis, Indiana",8/26/2014,81,48,97
"Indianapolis, Indiana",8/27/2014,79,48,97
"Indianapolis, Indiana",8/28/2014,75,43,96
"Indianapolis, Indiana",8/29/2014,78,41,97
"Indianapolis, Indiana",8/30/2014,75,42,95
"Indianapolis, Indiana",8/31/2014,76,44,97
"Indianapolis, Indiana",9/1/2014,77,44,100
"Indianapolis, Indiana",9/2/2014,72,45,100
"Indianapolis, Indiana",9/3/2014,74,45,100
"Indianapolis, Indiana",9/4/2014,77,46,98
"Indianapolis, Indiana",9/5/2014,80,45,100
"Indianapolis, Indiana",9/6/2014,67,44,99
"Indianapolis, Indiana",9/7/2014,65,42,98
"Indianapolis, Indiana",9/8/2014,68,38,97
"Indianapolis, Indiana",9/9/2014,69,41,98
"Indianapolis, Indiana",9/10/2014,75,40,96
"Indianapolis, Indiana",9/11/2014,64,39,95
"Indianapolis, Indiana",9/12/2014,59,40,96
"Indianapolis, Indiana",9/13/2014,55,39,99
"Indianapolis, Indiana",9/14/2014,57,37,100
"Indianapolis, Indiana",9/15/2014,57,42,100
"Indianapolis, Indiana",9/16/2014,59,39,96
"Indianapolis, Indiana",9/17/2014,56,40,93
"Indianapolis, Indiana",9/18/2014,61,39,95
"Indianapolis, Indiana",9/19/2014,63,38,93
"Indianapolis, Indiana",9/20/2014,67,36,94
"Indianapolis, Indiana",9/21/2014,65,35,96
"Indianapolis, Indiana",9/22/2014,57,37,93
"Indianapolis, Indiana",9/23/2014,60,34,94
"Indianapolis, Indiana",9/24/2014,62,34,92
"Indianapolis, Indiana",9/25/2014,66,35,92
"Indianapolis, Indiana",9/26/2014,69,37,91
"Indianapolis, Indiana",9/27/2014,69,35,93
"Indianapolis, Indiana",9/28/2014,71,33,91
"Indianapolis, Indiana",9/29/2014,68,34,97
"Indianapolis, Indiana",9/30/2014,62,30,89
"Indianapolis, Indiana",10/1/2014,63,32,89
"Indianapolis, Indiana",10/2/2014,71,29,89
"Indianapolis, Indiana",10/3/2014,59,27,90
"Indianapolis, Indiana",10/4/2014,45,31,90
"Indianapolis, Indiana",10/5/2014,50,31,87
"Indianapolis, Indiana",10/6/2014,55,30,89
"Indianapolis, Indiana",10/7/2014,54,27,90
"Indianapolis, Indiana",10/8/2014,56,28,91
"Indianapolis, Indiana",10/9/2014,51,30,88
"Indianapolis, Indiana",10/10/2014,52,27,88
"Indianapolis, Indiana",10/11/2014,50,26,86
"Indianapolis, Indiana",10/12/2014,54,26,86
"Indianapolis, Indiana",10/13/2014,67,24,86
"Indianapolis, Indiana",10/14/2014,61,24,86
"Indianapolis, Indiana",10/15/2014,55,27,87
"Indianapolis, Indiana",10/16/2014,56,26,85
"Indianapolis, Indiana",10/17/2014,59,26,86
"Indianapolis, Indiana",10/18/2014,50,22,84
"Indianapolis, Indiana",10/19/2014,50,25,85
"Indianapolis, Indiana",10/20/2014,57,23,86
"Indianapolis, Indiana",10/21/2014,51,23,86
"Indianapolis, Indiana",10/22/2014,48,23,85
"Indianapolis, Indiana",10/23/2014,49,24,86
"Indianapolis, Indiana",10/24/2014,53,20,81
"Indianapolis, Indiana",10/25/2014,63,25,82
"Indianapolis, Indiana",10/26/2014,55,20,82
"Indianapolis, Indiana",10/27/2014,66,24,83
"Indianapolis, Indiana",10/28/2014,58,20,82
"Indianapolis, Indiana",10/29/2014,47,22,81
"Indianapolis, Indiana",10/30/2014,44,22,82
"Indianapolis, Indiana",10/31/2014,40,24,82
"Indianapolis, Indiana",11/1/2014,36,24,81
"Indianapolis, Indiana",11/2/2014,37,16,78
"Indianapolis, Indiana",11/3/2014,54,11,77
"Indianapolis, Indiana",11/4/2014,51,16,78
"Indianapolis, Indiana",11/5/2014,47,15,76
"Indianapolis, Indiana",11/6/2014,43,20,77
"Indianapolis, Indiana",11/7/2014,40,16,76
"Indianapolis, Indiana",11/8/2014,42,13,76
"Indianapolis, Indiana",11/9/2014,40,17,76
"Indianapolis, Indiana",11/10/2014,50,17,75
"Indianapolis, Indiana",11/11/2014,48,18,76
"Indianapolis, Indiana",11/12/2014,31,14,75
"Indianapolis, Indiana",11/13/2014,24,10,77
"Indianapolis, Indiana",11/14/2014,25,11,76
"Indianapolis, Indiana",11/15/2014,26,12,74
"Indianapolis, Indiana",11/16/2014,32,10,74
"Indianapolis, Indiana",11/17/2014,21,4,77
"Indianapolis, Indiana",11/18/2014,14,5,73
"Indianapolis, Indiana",11/19/2014,26,-3,76
"Indianapolis, Indiana",11/20/2014,24,8,75
"Indianapolis, Indiana",11/21/2014,23,2,73
"Indianapolis, Indiana",11/22/2014,43,-5,74
"Indianapolis, Indiana",11/23/2014,50,1,73
"Indianapolis, Indiana",11/24/2014,46,-1,65
"Indianapolis, Indiana",11/25/2014,31,-2,69
"Indianapolis, Indiana",11/26/2014,30,3,70
"Indianapolis, Indiana",11/27/2014,28,1,70
"Indianapolis, Indiana",11/28/2014,27,2,69
"Indianapolis, Indiana",11/29/2014,44,-1,70
"Indianapolis, Indiana",11/30/2014,52,-2,68
"Indianapolis, Indiana",12/1/2014,33,4,70
"Indianapolis, Indiana",12/2/2014,30,-3,74
"Indianapolis, Indiana",12/3/2014,36,-2,69
"Indianapolis, Indiana",12/4/2014,32,5,70
"Indianapolis, Indiana",12/5/2014,37,8,70
"Indianapolis, Indiana",12/6/2014,35,-1,73
"Indianapolis, Indiana",12/7/2014,33,-7,65
"Indianapolis, Indiana",12/8/2014,36,-10,66
"Indianapolis, Indiana",12/9/2014,36,-15,65
"Indianapolis, Indiana",12/10/2014,33,-8,66
"Indianapolis, Indiana",12/11/2014,31,-9,66
"Indianapolis, Indiana",12/12/2014,29,-7,63
"Indianapolis, Indiana",12/13/2014,40,-4,65
"Indianapolis, Indiana",12/14/2014,45,-4,68
"Indianapolis, Indiana",12/15/2014,43,-10,69
"Indianapolis, Indiana",12/16/2014,39,-15,65
"Indianapolis, Indiana",12/17/2014,27,-10,64
"Indianapolis, Indiana",12/18/2014,25,-10,65
"Indianapolis, Indiana",12/19/2014,24,-12,67
"Indianapolis, Indiana",12/20/2014,29,-12,66
"Indianapolis, Indiana",12/21/2014,28,-21,67
"Indianapolis, Indiana",12/22/2014,37,-23,61
"Indianapolis, Indiana",12/23/2014,50,-15,64
"Indianapolis, Indiana",12/24/2014,40,-17,68
"Indianapolis, Indiana",12/25/2014,36,-15,64
"Indianapolis, Indiana",12/26/2014,41,-5,67
"Indianapolis, Indiana",12/27/2014,40,-7,68
"Indianapolis, Indiana",12/28/2014,28,-13,65
"Indianapolis, Indiana",12/29/2014,29,-13,66
"Indianapolis, Indiana",12/30/2014,23,-14,67
"Indianapolis, Indiana",12/31/2014,16,-9,68
"Indianapolis, Indiana",1/1/2015,26,-12,69
"Indianapolis, Indiana",1/2/2015,32,-12,65
"Indianapolis, Indiana",1/3/2015,43,-22,65
"Indianapolis, Indiana",1/4/2015,28,-15,66
"Indianapolis, Indiana",1/5/2015,9,-25,61
"Indianapolis, Indiana",1/6/2015,14,-20,63
"Indianapolis, Indiana",1/7/2015,3,-17,68
"Indianapolis, Indiana",1/8/2015,7,-13,63
"Indianapolis, Indiana",1/9/2015,11,-18,66
"Indianapolis, Indiana",1/10/2015,11,-16,62
"Indianapolis, Indiana",1/11/2015,28,-16,70
"Indianapolis, Indiana",1/12/2015,25,-19,69
"Indianapolis, Indiana",1/13/2015,16,-10,64
"Indianapolis, Indiana",1/14/2015,13,-7,65
"Indianapolis, Indiana",1/15/2015,25,-17,66
"Indianapolis, Indiana",1/16/2015,32,-20,66
"Indianapolis, Indiana",1/17/2015,39,-20,67
"Indianapolis, Indiana",1/18/2015,36,-22,64
"Indianapolis, Indiana",1/19/2015,35,-27,69
"Indianapolis, Indiana",1/20/2015,40,-22,70
"Indianapolis, Indiana",1/21/2015,37,-21,68
"Indianapolis, Indiana",1/22/2015,31,-17,64
"Indianapolis, Indiana",1/23/2015,29,-18,67
"Indianapolis, Indiana",1/24/2015,30,-16,70
"Indianapolis, Indiana",1/25/2015,29,-14,71
"Indianapolis, Indiana",1/26/2015,22,-12,67
"Indianapolis, Indiana",1/27/2015,25,-10,66
"Indianapolis, Indiana",1/28/2015,25,-18,65
"Indianapolis, Indiana",1/29/2015,38,-13,66
"Indianapolis, Indiana",1/30/2015,26,-11,65
"Indianapolis, Indiana",1/31/2015,26,-11,66
"Indianapolis, Indiana",2/1/2015,30,-11,63
"Indianapolis, Indiana",2/2/2015,20,-19,59
"Indianapolis, Indiana",2/3/2015,26,-11,62
"Indianapolis, Indiana",2/4/2015,29,-12,69
"Indianapolis, Indiana",2/5/2015,15,-16,66
"Indianapolis, Indiana",2/6/2015,25,-12,64
"Indianapolis, Indiana",2/7/2015,42,-11,66
"Indianapolis, Indiana",2/8/2015,47,-14,68
"Indianapolis, Indiana",2/9/2015,31,-18,66
"Indianapolis, Indiana",2/10/2015,27,-21,73
"Indianapolis, Indiana",2/11/2015,32,-9,75
"Indianapolis, Indiana",2/12/2015,20,-10,66
"Indianapolis, Indiana",2/13/2015,20,-17,67
"Indianapolis, Indiana",2/14/2015,18,-14,65
"Indianapolis, Indiana",2/15/2015,12,-8,72
"Indianapolis, Indiana",2/16/2015,11,-7,72
"Indianapolis, Indiana",2/17/2015,14,-9,69
"Indianapolis, Indiana",2/18/2015,9,-11,66
"Indianapolis, Indiana",2/19/2015,2,-8,69
"Indianapolis, Indiana",2/20/2015,6,-8,67
"Indianapolis, Indiana",2/21/2015,26,-4,68
"Indianapolis, Indiana",2/22/2015,22,-9,70
"Indianapolis, Indiana",2/23/2015,11,-1,71
"Indianapolis, Indiana",2/24/2015,10,-6,71
"Indianapolis, Indiana",2/25/2015,24,-7,76
"Indianapolis, Indiana",2/26/2015,16,-6,68
"Indianapolis, Indiana",2/27/2015,10,-7,73
"Indianapolis, Indiana",2/28/2015,16,2,68
"Indianapolis, Indiana",3/1/2015,27,-4,71
"Indianapolis, Indiana",3/2/2015,24,-7,74
"Indianapolis, Indiana",3/3/2015,33,-5,77
"Indianapolis, Indiana",3/4/2015,27,2,78
"Indianapolis, Indiana",3/5/2015,16,-1,75
"Indianapolis, Indiana",3/6/2015,16,-6,75
"Indianapolis, Indiana",3/7/2015,32,-1,78
"Indianapolis, Indiana",3/8/2015,38,-6,80
"Indianapolis, Indiana",3/9/2015,40,-1,72
"Indianapolis, Indiana",3/10/2015,45,8,74
"Indianapolis, Indiana",3/11/2015,49,3,77
"Indianapolis, Indiana",3/12/2015,46,-5,76
"Indianapolis, Indiana",3/13/2015,48,3,80
"Indianapolis, Indiana",3/14/2015,51,10,81
"Indianapolis, Indiana",3/15/2015,49,6,80
"Indianapolis, Indiana",3/16/2015,61,3,79
"Indianapolis, Indiana",3/17/2015,47,2,77
"Indianapolis, Indiana",3/18/2015,37,7,80
"Indianapolis, Indiana",3/19/2015,45,7,82
"Indianapolis, Indiana",3/20/2015,44,3,83
"Indianapolis, Indiana",3/21/2015,49,11,84
"Indianapolis, Indiana",3/22/2015,44,9,82
"Indianapolis, Indiana",3/23/2015,36,12,80
"Indianapolis, Indiana",3/24/2015,35,2,84
"Indianapolis, Indiana",3/25/2015,48,5,81
"Indianapolis, Indiana",3/26/2015,40,8,80
"Indianapolis, Indiana",3/27/2015,28,11,84
"Indianapolis, Indiana",3/28/2015,29,16,82
"Indianapolis, Indiana",3/29/2015,38,16,82
"Indianapolis, Indiana",3/30/2015,49,17,82
"Indianapolis, Indiana",3/31/2015,54,13,85
"Indianapolis, Indiana",4/1/2015,53,20,82
"Indianapolis, Indiana",4/2/2015,62,20,81
"Indianapolis, Indiana",4/3/2015,50,21,84
"Indianapolis, Indiana",4/4/2015,43,23,80
"Indianapolis, Indiana",4/5/2015,49,20,84
"Indianapolis, Indiana",4/6/2015,55,22,83
"Indianapolis, Indiana",4/7/2015,61,19,83
"Indianapolis, Indiana",4/8/2015,64,18,83
"Indianapolis, Indiana",4/9/2015,71,18,84
"Indianapolis, Indiana",4/10/2015,56,23,84
"Indianapolis, Indiana",4/11/2015,50,24,89
"Indianapolis, Indiana",4/12/2015,57,20,86
"Indianapolis, Indiana",4/13/2015,64,18,86
"Indianapolis, Indiana",4/14/2015,58,24,85
"Indianapolis, Indiana",4/15/2015,58,24,84
"Indianapolis, Indiana",4/16/2015,61,21,87
"Indianapolis, Indiana",4/17/2015,61,19,87
"Indianapolis, Indiana",4/18/2015,64,19,87
"Indianapolis, Indiana",4/19/2015,62,23,85
"Indianapolis, Indiana",4/20/2015,52,23,85
"Indianapolis, Indiana",4/21/2015,52,28,84
"Indianapolis, Indiana",4/22/2015,44,27,85
"Indianapolis, Indiana",4/23/2015,45,26,88
"Indianapolis, Indiana",4/24/2015,47,28,90
"Indianapolis, Indiana",4/25/2015,50,27,87
"Indianapolis, Indiana",4/26/2015,49,31,87
"Indianapolis, Indiana",4/27/2015,47,30,84
"Indianapolis, Indiana",4/28/2015,51,28,86
"Indianapolis, Indiana",4/29/2015,54,31,86
"Indianapolis, Indiana",4/30/2015,53,31,90
"Indianapolis, Indiana",5/1/2015,55,29,89
"Indianapolis, Indiana",5/2/2015,62,31,87
"Indianapolis, Indiana",5/3/2015,66,29,86
"Indianapolis, Indiana",5/4/2015,67,30,88
"Indianapolis, Indiana",5/5/2015,73,35,92
"Indianapolis, Indiana",5/6/2015,74,31,89
"Indianapolis, Indiana",5/7/2015,75,31,87
"Indianapolis, Indiana",5/8/2015,74,31,90
"Indianapolis, Indiana",5/9/2015,73,29,93
"Indianapolis, Indiana",5/10/2015,74,28,92
"Indianapolis, Indiana",5/11/2015,70,31,89
"Indianapolis, Indiana",5/12/2015,57,33,88
"Indianapolis, Indiana",5/13/2015,55,35,88
"Indianapolis, Indiana",5/14/2015,60,33,88
"Indianapolis, Indiana",5/15/2015,71,35,88
"Indianapolis, Indiana",5/16/2015,68,32,90
"Indianapolis, Indiana",5/17/2015,72,36,90
"Indianapolis, Indiana",5/18/2015,71,35,90
"Indianapolis, Indiana",5/19/2015,57,32,90
"Indianapolis, Indiana",5/20/2015,48,38,90
"Indianapolis, Indiana",5/21/2015,56,36,92
"Indianapolis, Indiana",5/22/2015,60,35,93
"Indianapolis, Indiana",5/23/2015,67,37,92
"Indianapolis, Indiana",5/24/2015,72,37,90
"Indianapolis, Indiana",5/25/2015,73,34,93
"Indianapolis, Indiana",5/26/2015,72,35,94
"Indianapolis, Indiana",5/27/2015,73,31,94
"Indianapolis, Indiana",5/28/2015,72,39,96
"Indianapolis, Indiana",5/29/2015,75,36,93
"Indianapolis, Indiana",5/30/2015,75,37,94
"Indianapolis, Indiana",5/31/2015,61,36,96
"Indianapolis, Indiana",6/1/2015,58,39,96
"Indianapolis, Indiana",6/2/2015,60,39,100
"Indianapolis, Indiana",6/3/2015,61,40,100
"Indianapolis, Indiana",6/4/2015,70,43,95
"Indianapolis, Indiana",6/5/2015,75,40,98
"Indianapolis, Indiana",6/6/2015,69,39,96
"Indianapolis, Indiana",6/7/2015,75,41,98
"Indianapolis, Indiana",6/8/2015,70,44,95
"Indianapolis, Indiana",6/9/2015,70,41,94
"Indianapolis, Indiana",6/10/2015,78,44,96
"Indianapolis, Indiana",6/11/2015,80,41,96
"Indianapolis, Indiana",6/12/2015,81,42,96
"Indianapolis, Indiana",6/13/2015,80,45,95
"Indianapolis, Indiana",6/14/2015,78,45,94
"Indianapolis, Indiana",6/15/2015,79,45,94
"Indianapolis, Indiana",6/16/2015,78,41,96
"Indianapolis, Indiana",6/17/2015,76,46,95
"Indianapolis, Indiana",6/18/2015,77,45,96
"Indianapolis, Indiana",6/19/2015,73,48,97
"Indianapolis, Indiana",6/20/2015,75,44,100
"Indianapolis, Indiana",6/21/2015,75,41,98
"Indianapolis, Indiana",6/22/2015,78,37,99
"Indianapolis, Indiana",6/23/2015,76,44,96
"Indianapolis, Indiana",6/24/2015,71,49,98
"Indianapolis, Indiana",6/25/2015,75,46,102
"Indianapolis, Indiana",6/26/2015,71,49,102
"Indianapolis, Indiana",6/27/2015,66,48,100
"Indianapolis, Indiana",6/28/2015,67,50,104
"Indianapolis, Indiana",6/29/2015,70,48,103
"Indianapolis, Indiana",6/30/2015,73,46,97
"Jacksonville, Florida",7/1/2014,82,65,100
"Jacksonville, Florida",7/2/2014,81,65,100
"Jacksonville, Florida",7/3/2014,84,63,99
"Jacksonville, Florida",7/4/2014,81,65,99
"Jacksonville, Florida",7/5/2014,82,66,100
"Jacksonville, Florida",7/6/2014,79,66,100
"Jacksonville, Florida",7/7/2014,81,65,101
"Jacksonville, Florida",7/8/2014,82,61,100
"Jacksonville, Florida",7/9/2014,83,63,101
"Jacksonville, Florida",7/10/2014,82,65,102
"Jacksonville, Florida",7/11/2014,81,65,104
"Jacksonville, Florida",7/12/2014,76,66,102
"Jacksonville, Florida",7/13/2014,80,66,102
"Jacksonville, Florida",7/14/2014,83,63,102
"Jacksonville, Florida",7/15/2014,82,62,102
"Jacksonville, Florida",7/16/2014,81,67,102
"Jacksonville, Florida",7/17/2014,79,64,103
"Jacksonville, Florida",7/18/2014,79,68,100
"Jacksonville, Florida",7/19/2014,82,65,101
"Jacksonville, Florida",7/20/2014,83,68,103
"Jacksonville, Florida",7/21/2014,81,66,102
"Jacksonville, Florida",7/22/2014,81,67,101
"Jacksonville, Florida",7/23/2014,83,64,99
"Jacksonville, Florida",7/24/2014,83,68,100
"Jacksonville, Florida",7/25/2014,84,64,101
"Jacksonville, Florida",7/26/2014,83,67,102
"Jacksonville, Florida",7/27/2014,86,67,100
"Jacksonville, Florida",7/28/2014,87,67,104
"Jacksonville, Florida",7/29/2014,85,69,100
"Jacksonville, Florida",7/30/2014,81,68,102
"Jacksonville, Florida",7/31/2014,81,69,102
"Jacksonville, Florida",8/1/2014,84,68,102
"Jacksonville, Florida",8/2/2014,82,68,101
"Jacksonville, Florida",8/3/2014,81,69,99
"Jacksonville, Florida",8/4/2014,80,68,99
"Jacksonville, Florida",8/5/2014,83,69,99
"Jacksonville, Florida",8/6/2014,84,67,99
"Jacksonville, Florida",8/7/2014,85,66,100
"Jacksonville, Florida",8/8/2014,84,64,98
"Jacksonville, Florida",8/9/2014,84,63,101
"Jacksonville, Florida",8/10/2014,83,66,99
"Jacksonville, Florida",8/11/2014,82,68,98
"Jacksonville, Florida",8/12/2014,82,65,100
"Jacksonville, Florida",8/13/2014,80,64,99
"Jacksonville, Florida",8/14/2014,82,66,97
"Jacksonville, Florida",8/15/2014,81,67,99
"Jacksonville, Florida",8/16/2014,83,67,97
"Jacksonville, Florida",8/17/2014,83,67,99
"Jacksonville, Florida",8/18/2014,84,67,98
"Jacksonville, Florida",8/19/2014,84,64,99
"Jacksonville, Florida",8/20/2014,84,68,101
